Temp,Humd,Label
25.1,30.0,1
25.1,30.0,1
25.9,30.0,1
25.9,30.0,1
25.9,30.0,1
25.9,30.0,1
25.7,30.0,1
25.7,30.0,1
25.3,30.0,1
25.3,30.0,1
25.0,30.0,1
25.0,30.0,1
25.2,30.0,1
25.2,30.0,1
25.3,30.0,1
25.3,30.0,1
25.6,30.0,1
25.6,30.0,1
25.8,30.0,1
25.8,30.0,1
25.5,30.0,1
25.5,30.0,1
25.0,30.0,1
25.0,30.0,1
25.8,30.0,1
25.8,30.0,1
25.2,30.0,1
25.2,30.0,1
25.5,30.0,1
25.5,30.0,1
25.8,30.0,1
25.8,30.0,1
25.2,30.0,1
25.2,30.0,1
25.7,30.0,1
25.7,30.0,1
25.4,30.0,1
25.4,30.0,1
25.1,30.0,1
25.1,30.0,1
25.5,30.0,1
25.5,30.0,1
25.2,30.0,1
25.2,30.0,1
25.1,30.0,1
25.1,30.0,1
25.1,30.0,1
25.1,30.0,1
25.5,30.0,1
25.5,30.0,1
25.5,30.0,1
25.5,30.0,1
25.4,30.0,1
25.4,30.0,1
25.7,30.0,1
25.7,30.0,1
25.7,30.0,1
25.7,30.0,1
25.5,30.0,1
25.5,30.0,1
25.7,30.0,1
25.7,30.0,1
25.5,30.0,1
25.5,30.0,1
25.0,30.0,1
25.0,30.0,1
25.6,30.0,1
25.6,30.0,1
25.6,30.0,1
25.6,30.0,1
25.6,30.0,1
25.6,30.0,1
25.5,30.0,1
25.5,30.0,1
25.6,30.0,1
25.6,30.0,1
25.1,30.0,1
25.1,30.0,1
25.0,30.0,1
25.0,30.0,1
25.6,30.0,1
25.6,30.0,1
25.5,30.0,1
25.5,30.0,1
25.1,30.0,1
25.1,30.0,1
25.8,30.0,1
25.8,30.0,1
25.4,30.0,1
25.4,30.0,1
25.6,30.0,1
25.6,30.0,1
25.7,30.0,1
25.7,30.0,1
25.5,30.0,1
25.5,30.0,1
25.0,30.0,1
25.0,30.0,1
25.6,30.0,1
25.6,30.0,1
25.8,30.0,1
25.8,30.0,1
25.3,30.0,1
25.3,30.0,1
25.0,30.0,1
25.0,30.0,1
25.9,30.0,1
25.9,30.0,1
25.1,30.0,1
25.1,30.0,1
25.0,30.0,1
25.0,30.0,1
25.1,30.0,1
25.1,30.0,1
25.5,30.0,1
25.5,30.0,1
25.1,31.0,1
25.1,31.0,1
25.9,45.0,1
25.9,45.0,1
25.0,53.0,1
25.0,53.0,1
26.3,59.0,1
26.3,59.0,1
26.4,59.0,1
26.4,59.0,1
26.0,60.0,1
26.0,60.0,1
27.3,62.0,1
27.3,62.0,1
27.2,60.0,1
27.2,60.0,1
27.3,52.0,1
27.3,52.0,1
28.4,44.0,1
28.4,44.0,1
28.2,38.0,1
28.2,38.0,1
28.7,34.0,1
28.7,34.0,1
28.3,32.0,1
28.3,32.0,1
28.0,31.0,1
28.0,31.0,1
28.6,31.0,1
28.6,31.0,1
28.1,30.0,1
28.1,30.0,1
28.0,30.0,1
28.0,30.0,1
28.7,30.0,1
28.7,30.0,1
28.8,30.0,1
28.8,30.0,1
28.0,29.0,1
28.0,29.0,1
28.0,29.0,1
28.0,29.0,1
28.3,29.0,1
28.3,29.0,1
28.4,28.0,1
28.4,28.0,1
28.0,28.0,1
28.0,28.0,1
28.6,28.0,1
28.6,28.0,1
28.9,28.0,1
28.9,28.0,1
28.3,27.0,1
28.3,27.0,1
28.6,27.0,1
28.6,27.0,1
28.0,27.0,1
28.0,27.0,1
28.0,27.0,1
28.0,27.0,1
28.4,27.0,1
28.4,27.0,1
28.7,27.0,1
28.7,27.0,1
28.4,27.0,1
28.4,27.0,1
28.4,27.0,1
28.4,27.0,1
28.6,26.0,1
28.6,26.0,1
28.9,26.0,1
28.9,26.0,1
28.7,26.0,1
28.7,26.0,1
28.3,26.0,1
28.3,26.0,1
28.8,26.0,1
28.8,26.0,1
28.3,26.0,1
28.3,26.0,1
28.6,26.0,1
28.6,26.0,1
28.8,26.0,1
28.8,26.0,1
27.9,26.0,1
27.9,26.0,1
27.0,26.0,1
27.0,26.0,1
27.3,26.0,1
27.3,26.0,1
27.3,26.0,1
27.3,26.0,1
27.6,26.0,1
27.6,26.0,1
27.7,26.0,1
27.7,26.0,1
27.2,26.0,1
27.2,26.0,1
27.5,26.0,1
27.5,26.0,1
27.5,26.0,1
62.5,43.0,0
97.0,67.9,0
83.9,91.1,0
75.9,81.3,0
49.4,86.5,0
49.4,76.1,0
43.5,78.5,0
92.0,89.4,0
76.1,47.5,0
82.5,64.3,0
41.2,45.5,0
98.2,99.1,0
89.9,96.1,0
52.7,32.8,0
50.9,79.4,0
51.0,94.8,0
58.3,42.6,0
71.5,69.8,0
65.9,94.1,0
57.5,32.4,0
76.7,78.8,0
48.4,50.8,0
57.5,94.7,0
62.0,98.0,0
67.4,96.1,0
87.1,63.2,0
52.0,90.3,0
70.9,89.1,0
75.5,52.3,0
42.8,88.0,0
76.5,32.6,0
50.2,71.7,0
43.9,46.1,0
96.9,38.4,0
97.9,35.4,0
88.5,78.7,0
58.3,53.8,0
45.9,80.7,0
81.1,34.6,0
66.4,52.1,0
47.3,67.8,0
69.7,85.4,0
42.1,52.3,0
94.6,73.8,0
55.5,92.0,0
79.8,73.1,0
58.7,46.3,0
71.2,31.7,0
72.8,90.9,0
51.1,31.5,0
98.2,91.2,0
86.5,67.0,0
96.4,95.7,0
93.7,85.9,0
75.9,99.9,0
95.3,54.5,0
45.3,83.7,0
51.8,58.1,0
42.7,63.6,0
59.5,73.9,0
63.3,91.2,0
56.3,98.9,0
89.7,83.8,0
61.4,59.2,0
56.9,59.5,0
72.6,81.6,0
48.5,46.7,0
88.1,37.7,0
44.5,54.8,0
99.2,50.1,0
86.3,50.7,0
51.9,46.4,0
40.3,32.9,0
88.9,31.3,0
82.4,99.1,0
83.7,59.9,0
86.3,56.9,0
44.4,77.6,0
61.5,45.3,0
47.0,96.5,0
91.8,85.0,0
77.4,36.3,0
59.9,59.2,0
43.8,91.5,0
58.7,96.1,0
59.5,62.7,0
83.8,72.9,0
78.3,41.7,0
93.2,99.4,0
68.3,46.2,0
47.2,96.0,0
82.8,75.5,0
85.6,72.5,0
73.7,65.9,0
86.3,46.1,0
69.6,42.4,0
71.4,45.4,0
65.7,43.1,0
41.5,84.6,0
46.5,54.5,0
41.9,34.0,0
78.2,97.8,0
58.9,91.9,0
70.5,94.9,0
94.5,99.6,0
55.0,42.2,0
64.6,57.7,0
85.3,83.1,0
53.7,78.7,0
44.6,40.8,0
57.4,87.1,0
49.7,45.7,0
95.8,45.7,0
88.5,67.6,0
78.0,71.5,0
92.3,70.6,0
88.2,36.4,0
51.2,91.4,0
93.6,48.6,0
72.4,39.1,0
88.4,92.2,0
93.8,96.9,0
59.1,90.3,0
46.6,86.7,0
53.7,75.9,0
65.6,68.6,0
89.1,36.1,0
91.6,58.6,0
40.4,56.1,0
70.6,48.2,0
65.0,80.6,0
53.3,64.7,0
47.2,35.7,0
60.3,45.4,0
96.6,77.8,0
59.4,35.3,0
71.1,89.6,0
82.2,64.7,0
61.8,63.6,0
98.3,71.5,0
97.7,87.7,0
55.1,54.3,0
69.8,77.5,0
58.1,69.6,0
57.1,48.7,0
42.2,91.5,0
76.6,85.8,0
70.2,76.1,0
43.1,89.5,0
56.7,90.7,0
94.5,79.6,0
54.4,88.6,0
48.7,78.8,0
69.4,77.6,0
99.1,73.3,0
54.5,82.7,0
80.3,41.1,0
85.7,91.7,0
54.3,91.0,0
83.7,32.0,0
62.1,87.8,0
77.9,39.0,0
78.0,53.5,0
72.1,82.0,0
45.4,41.3,0
90.1,87.3,0
59.2,88.2,0
51.2,65.5,0
42.4,30.4,0
75.5,50.1,0
80.7,73.2,0
41.0,98.7,0
70.7,74.2,0
53.6,48.2,0
78.7,74.4,0
50.5,67.8,0
81.5,84.6,0
63.2,37.5,0
96.2,83.3,0
48.3,67.9,0
60.5,97.4,0
46.8,53.9,0
95.5,74.3,0
92.6,95.2,0
55.5,37.2,0
79.6,95.6,0
89.0,78.2,0
73.3,34.7,0
71.8,51.1,0
54.5,79.6,0
45.6,34.7,0
93.8,70.8,0
94.0,54.2,0
78.0,73.5,0
60.3,33.2,0
61.0,91.0,0
83.6,98.1,0
93.8,97.8,0
93.2,82.5,0
86.8,39.1,0
78.5,83.1,0
45.0,31.7,0
49.7,31.5,0
93.9,52.7,0
76.4,64.2,0
40.6,83.9,0
46.1,77.8,0
79.8,61.2,0
40.3,49.2,0
49.6,99.8,0
72.9,59.8,0
81.5,61.6,0
79.1,41.5,0
53.5,85.6,0
82.7,78.6,0
54.2,45.5,0
59.5,35.8,0
84.8,77.6,0
79.0,75.8,0
91.0,49.1,0
79.5,96.6,0
74.1,40.6,0
45.6,60.3,0
62.1,96.1,0
55.9,59.4,0
54.6,74.7,0
98.4,57.8,0
63.6,49.2,0
93.5,98.9,0
77.9,58.7,0
87.7,92.6,0
70.2,46.1,0
74.6,44.9,0
69.6,32.2,0
51.7,75.6,0
83.3,55.8,0
56.8,90.5,0
41.5,63.1,0
78.7,97.8,0
50.6,43.0,0
96.4,90.8,0
97.2,84.4,0
94.9,84.0,0
62.2,89.1,0
40.9,83.3,0
95.7,73.8,0
65.7,39.2,0
98.0,32.3,0
97.8,94.5,0
91.2,73.2,0
57.7,85.8,0
63.1,63.7,0
91.1,38.2,0
59.0,38.8,0
50.2,78.0,0
73.4,60.1,0
96.2,44.0,0
81.8,64.4,0
74.2,34.5,0
45.8,70.7,0
76.9,48.8,0
99.4,85.8,0
48.4,51.7,0
71.1,61.9,0
92.6,30.8,0
84.4,35.1,0
81.8,57.5,0
82.1,63.6,0
61.6,72.0,0
57.6,50.4,0
88.6,78.6,0
88.6,90.2,0
92.0,84.6,0
94.8,32.8,0
70.7,63.6,0
70.1,37.3,0
87.9,46.9,0
79.0,99.1,0
82.1,40.0,0
87.7,64.9,0
93.4,73.3,0
60.3,79.2,0
62.5,69.2,0
45.6,30.7,0
74.7,52.9,0
42.2,66.2,0
67.9,36.2,0
72.6,54.5,0
57.2,32.3,0
75.4,35.5,0
41.8,57.8,0
42.2,39.3,0
89.4,69.7,0
61.6,78.3,0
47.6,86.0,0
71.3,44.0,0
86.2,41.7,0
52.9,37.3,0
77.4,74.6,0
45.1,79.5,0
43.1,32.2,0
71.9,95.5,0
72.4,33.6,0
78.2,67.9,0
83.6,79.6,0
98.6,91.0,0
71.0,80.0,0
59.4,86.1,0
87.7,53.8,0
56.2,87.0,0
66.3,35.6,0
44.7,92.6,0
41.5,68.3,0
97.8,87.2,0
90.2,61.7,0
81.8,75.1,0
64.5,66.8,0
50.4,81.2,0
49.4,35.7,0
55.0,34.2,0
73.0,47.3,0
82.9,41.2,0
79.6,91.0,0
56.8,45.3,0
97.3,98.3,0
84.3,53.6,0
73.3,42.7,0
76.7,85.3,0
65.2,76.1,0
54.9,64.9,0
61.4,68.9,0
85.5,80.3,0
40.9,46.0,0
47.0,99.7,0
42.8,98.2,0
42.4,75.5,0
91.3,44.0,0
82.2,77.6,0
68.5,35.1,0
45.9,32.1,0
69.5,48.0,0
68.4,62.4,0
50.4,90.8,0
66.0,80.9,0
63.9,82.0,0
77.0,59.8,0
78.1,54.2,0
42.7,56.0,0
62.5,99.1,0
77.6,32.8,0
70.2,90.7,0
91.4,70.5,0
79.5,60.7,0
49.8,80.8,0
44.2,64.1,0
78.5,91.1,0
41.6,93.0,0
75.1,59.5,0
96.4,49.4,0
74.5,71.5,0
63.3,93.9,0
78.6,44.7,0
67.5,73.6,0
72.7,74.2,0
96.5,81.3,0
63.2,39.2,0
97.7,80.1,0
94.3,93.6,0
51.7,42.6,0
44.2,46.6,0
46.0,98.0,0
41.1,42.7,0
45.7,89.8,0
81.0,64.5,0
44.3,47.3,0
59.1,91.0,0
90.7,61.2,0
41.4,66.0,0
88.9,55.1,0
56.9,71.5,0
47.1,41.4,0
81.8,57.4,0
77.7,97.9,0
92.6,48.1,0
84.1,76.0,0
88.2,52.8,0
56.9,84.1,0
50.6,39.2,0
85.0,97.9,0
88.4,61.8,0
99.4,46.5,0
64.8,35.1,0
62.3,41.9,0
86.6,66.4,0
60.4,53.6,0
95.8,88.0,0
